"CompType","CompInst","CAPEC","Confidentiality","Integrity","Availability","ApplicableDefenseProperties","ImplProperties","DAL"
"FlightControl","fc","CAPEC-148",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-151",null,"Integrity",null,"Heterogeneity;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-151","Confidentiality",null,null,"Heterogeneity;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-169","Confidentiality",null,null,"RemoveIdentifyingInformation;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-175",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"FlightControl","fc","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"FlightControl","fc","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-192","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-192","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-224","Confidentiality",null,null,"AuditMessageResponses;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-242",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-242",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-242","Confidentiality",null,null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-248",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-248",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-248","Confidentiality",null,null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-25",null,null,"Availability","StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-26",null,"Integrity",null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-26","Confidentiality",null,null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-28",null,null,"Availability","InputValidation;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-28",null,"Integrity",null,"InputValidation;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-28","Confidentiality",null,null,"InputValidation;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"FlightControl","fc","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"FlightControl","fc","CAPEC-549","Confidentiality",null,null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"FlightControl","fc","CAPEC-586",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-586",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-594",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-594",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-607",null,null,"Availability","FailSafe;AntiJamming;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-74",null,"Integrity",null,"StaticCodeAnalysis;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-74","Confidentiality",null,null,"StaticCodeAnalysis;InputValidation;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"GNC","gnc","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"GNC","gnc","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GNC","gnc","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"GPS","gps","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"GPS","gps","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-438",null,"Integrity",null,"TamperProtection;SupplyChainSecurity;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-439",null,"Integrity",null,"TamperProtection;SupplyChainSecurity;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"GPS","gps","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"GPS","gps","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"GPS","gps","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"IMU","imu","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"IMU","imu","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"IMU","imu","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"IMU","imu","CAPEC-390",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-390",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-390","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"IMU","imu","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"IMU","imu","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"IMU","imu","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"IMU","imu","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"IMU","imu","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-112",null,null,"Availability","StrongCryptoAlgorithms;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-112",null,"Integrity",null,"StrongCryptoAlgorithms;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-112","Confidentiality",null,null,"StrongCryptoAlgorithms;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-116","Confidentiality",null,null,"RemoveIdentifyingInformation;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-123",null,null,"Availability","StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-123",null,"Integrity",null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-123","Confidentiality",null,null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-125",null,null,"Availability","DosProtection;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-130",null,null,"Availability","ResourceAvailability;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-131",null,null,"Availability","ResourceAvailability;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-137",null,"Integrity",null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-148",null,"Integrity",null,"Heterogeneity;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-148",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-148",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-151",null,"Integrity",null,"Heterogeneity;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-151","Confidentiality",null,null,"Heterogeneity;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-169","Confidentiality",null,null,"RemoveIdentifyingInformation;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-175",null,"Integrity",null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"Navigation","navigation","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"Navigation","navigation","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-192","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-192","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-224","Confidentiality",null,null,"AuditMessageResponses;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-242",null,null,"Availability","Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-242",null,"Integrity",null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-242","Confidentiality",null,null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-248",null,null,"Availability","Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-248",null,"Integrity",null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-248","Confidentiality",null,null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-25",null,null,"Availability","StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-26",null,"Integrity",null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-26","Confidentiality",null,null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-28",null,null,"Availability","InputValidation;null;null","inputValidation;null;null","7;null;null"
"Navigation","navigation","CAPEC-28",null,"Integrity",null,"InputValidation;null;null","inputValidation;null;null","7;null;null"
"Navigation","navigation","CAPEC-28","Confidentiality",null,null,"InputValidation;null;null","inputValidation;null;null","7;null;null"
"Navigation","navigation","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"Navigation","navigation","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"Navigation","navigation","CAPEC-549","Confidentiality",null,null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"Navigation","navigation","CAPEC-586",null,null,"Availability","Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-586",null,"Integrity",null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-594",null,null,"Availability","Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-594",null,"Integrity",null,"Logging;InputValidation;null","logging;inputValidation;null","7;7;null"
"Navigation","navigation","CAPEC-607",null,null,"Availability","FailSafe;AntiJamming;null","null;null;null","null;null;null"
"Navigation","navigation","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Navigation","navigation","CAPEC-74",null,"Integrity",null,"StaticCodeAnalysis;InputValidation;null","null;inputValidation;null","null;7;null"
"Navigation","navigation","CAPEC-74","Confidentiality",null,null,"StaticCodeAnalysis;InputValidation;null","null;inputValidation;null","null;7;null"
"PositionEstimator","positionEstimator","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"PositionEstimator","positionEstimator","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"PositionEstimator","positionEstimator","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"PositionEstimator","positionEstimator","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"PositionEstimator","positionEstimator","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"PositionEstimator","positionEstimator","CAPEC-438",null,"Integrity",null,"TamperProtection;SupplyChainSecurity;null","null;supplyChainSecurity;null","null;7;null"
"PositionEstimator","positionEstimator","CAPEC-439",null,"Integrity",null,"TamperProtection;SupplyChainSecurity;null","null;supplyChainSecurity;null","null;7;null"
"PositionEstimator","positionEstimator","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"PositionEstimator","positionEstimator","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"PositionEstimator","positionEstimator","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"PositionEstimator","positionEstimator","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"PositionEstimator","positionEstimator","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"PositionEstimator","positionEstimator","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;5;7"
"Radio","radio","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;5;7"
"Radio","radio","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"Radio","radio","CAPEC-390",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-390",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-390","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"Radio","radio","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"Radio","radio","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;5;7"
"Radio","radio","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;5;7"
"Radio","radio","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Radio","radio","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
